,disYear,disMonth,disDay,disDayCount,cityCode,citySidoName,citySggName,disQuantity,dayAverQuantity,disCount,dayAverCount
3,2018,05,4,5,W02,서울특별시,중구,26371750,5274350,20488,4098
4,2018,05,5,5,W02,서울특별시,중구,25933950,5186790,19917,3983
5,2018,05,6,4,W02,서울특별시,중구,21421350,5355338,16578,4145
6,2018,05,7,4,W02,서울특별시,중구,21495400,5373850,15759,3940
0,2018,06,1,4,W02,서울특별시,중구,32605950,8151488,23279,5820
1,2018,06,2,4,W02,서울특별시,중구,26340800,6585200,20270,5068
2,2018,06,3,4,W02,서울특별시,중구,20590550,5147638,16313,4078
3,2018,06,4,4,W02,서울특별시,중구,26276150,6569038,20119,5030
4,2018,06,5,4,W02,서울특별시,중구,23469000,5867250,18197,4549
5,2018,06,6,5,W02,서울특별시,중구,28854300,5770860,23098,4620
6,2018,06,7,5,W02,서울특별시,중구,32855450,6571090,24093,4819
0,2018,07,1,5,W02,서울특별시,중구,42690150,8538030,30486,6097
1,2018,07,2,5,W02,서울특별시,중구,38547250,7709450,29565,5913
2,2018,07,3,5,W02,서울특별시,중구,35406800,7081360,28277,5655
3,2018,07,4,4,W02,서울특별시,중구,27814800,6953700,22958,5740
4,2018,07,5,4,W02,서울특별시,중구,27793550,6948388,22653,5663
5,2018,07,6,4,W02,서울특별시,중구,26714600,6678650,21924,5481
6,2018,07,7,4,W02,서울특별시,중구,29970600,7492650,22438,5610
0,2018,08,1,4,W02,서울특별시,중구,31543850,7885963,24608,6152
1,2018,08,2,4,W02,서울특별시,중구,26011250,6502813,21750,5438
2,2018,08,3,4,W02,서울특별시,중구,21913300,5478325,18970,4743
3,2018,08,4,5,W02,서울특별시,중구,31059810,6211962,25999,5200
4,2018,08,5,5,W02,서울특별시,중구,31958250,6391650,27218,5444
5,2018,08,6,5,W02,서울특별시,중구,29090500,5818100,25183,5037
6,2018,08,7,4,W02,서울특별시,중구,25506550,6376638,20740,5185
0,2018,09,1,5,W02,서울특별시,중구,40175750,8035150,31799,6360
1,2018,09,2,4,W02,서울특별시,중구,25746650,6436663,21290,5323
2,2018,09,3,4,W02,서울특별시,중구,24044150,6011038,20048,5012
3,2018,09,4,4,W02,서울특별시,중구,25047900,6261975,21265,5316
4,2018,09,5,4,W02,서울특별시,중구,23106250,5776563,20445,5111
5,2018,09,6,4,W02,서울특별시,중구,23360150,5840038,20295,5074
6,2018,09,7,5,W02,서울특별시,중구,33815150,6763030,27558,5512
0,2018,10,1,4,W02,서울특별시,중구,30397850,7599463,23494,5874
1,2018,10,2,5,W02,서울특별시,중구,31746200,6349240,25850,5170
2,2018,10,3,5,W02,서울특별시,중구,27939650,5587930,23299,4660
3,2018,10,4,5,W02,서울특별시,중구,29547450,5909490,24393,4879
4,2018,10,5,4,W02,서울특별시,중구,22635850,5658963,19057,4764
5,2018,10,6,4,W02,서울특별시,중구,20359400,5089850,17263,4316
6,2018,10,7,4,W02,서울특별시,중구,22669250,5667313,17876,4469
0,2018,11,1,4,W02,서울특별시,중구,35144850,8786213,23351,5838
1,2018,11,2,4,W02,서울특별시,중구,29582050,7395513,20723,5181
2,2018,11,3,4,W02,서울특별시,중구,24589350,6147338,17727,4432
3,2018,11,4,4,W02,서울특별시,중구,25775050,6443763,18760,4690
4,2018,11,5,5,W02,서울특별시,중구,30459300,6091860,22141,4428
5,2018,11,6,5,W02,서울특별시,중구,31957550,6391510,23258,4652
6,2018,11,7,4,W02,서울특별시,중구,26812950,6703238,18274,4569
0,2018,12,1,5,W02,서울특별시,중구,40779450,8155890,26557,5311
1,2018,12,2,5,W02,서울특별시,중구,33730400,6746080,23271,4654
2,2018,12,3,4,W02,서울특별시,중구,24080230,6020058,16798,4200
3,2018,12,4,4,W02,서울특별시,중구,23443050,5860763,17011,4253
4,2018,12,5,4,W02,서울특별시,중구,22106300,5526575,15999,4000
5,2018,12,6,4,W02,서울특별시,중구,21630310,5407578,15577,3894
6,2018,12,7,5,W02,서울특별시,중구,30907850,6181570,20706,4141
0,2019,01,1,4,W02,서울특별시,중구,29397350,7349338,20028,5007
1,2019,01,2,4,W02,서울특별시,중구,25169450,6292363,17854,4464
2,2019,01,3,5,W02,서울특별시,중구,26796650,5359330,19119,3824
3,2019,01,4,5,W02,서울특별시,중구,28265100,5653020,20614,4123
4,2019,01,5,5,W02,서울특별시,중구,28015000,5603000,20287,4057
5,2019,01,6,4,W02,서울특별시,중구,21765700,5441425,16085,4021
6,2019,01,7,4,W02,서울특별시,중구,22056200,5514050,15337,3834
0,2019,02,1,4,W02,서울특별시,중구,31950300,7987575,20953,5238
1,2019,02,2,4,W02,서울특별시,중구,28528150,7132038,19262,4816
2,2019,02,3,4,W02,서울특별시,중구,22647950,5661988,15477,3869
3,2019,02,4,4,W02,서울특별시,중구,24302400,6075600,16799,4200
4,2019,02,5,4,W02,서울특별시,중구,22852200,5713050,16337,4084
5,2019,02,6,4,W02,서울특별시,중구,22029550,5507388,15844,3961
6,2019,02,7,4,W02,서울특별시,중구,26072600,6518150,17529,4382
0,2019,03,1,5,W02,서울특별시,중구,38834850,7766970,27410,5482
1,2019,03,2,4,W02,서울특별시,중구,24497050,6124263,18090,4523
2,2019,03,3,4,W02,서울특별시,중구,19276800,4819200,14916,3729
3,2019,03,4,4,W02,서울특별시,중구,19255900,4813975,14887,3722
4,2019,03,5,4,W02,서울특별시,중구,20365500,5091375,15653,3913
5,2019,03,6,5,W02,서울특별시,중구,25775300,5155060,19747,3949
6,2019,03,7,5,W02,서울특별시,중구,28045200,5609040,20235,4047
0,2019,04,1,4,W02,서울특별시,중구,29986800,7496700,21677,5419
1,2019,04,2,5,W02,서울특별시,중구,31257250,6251450,23763,4753
2,2019,04,3,5,W02,서울특별시,중구,25839750,5167950,20596,4119
3,2019,04,4,4,W02,서울특별시,중구,21604150,5401038,17172,4293
4,2019,04,5,4,W02,서울특별시,중구,20233050,5058263,16226,4057
5,2019,04,6,4,W02,서울특별시,중구,19734200,4933550,15677,3919
6,2019,04,7,4,W02,서울특별시,중구,22509350,5627338,16888,4222
0,2019,05,1,4,W02,서울특별시,중구,31581050,7895263,22720,5680
1,2019,05,2,4,W02,서울특별시,중구,26913250,6728313,20317,5079
2,2019,05,3,4,W02,서울특별시,중구,24040000,6010000,18912,4728
3,2019,05,4,5,W02,서울특별시,중구,28759900,5751980,22997,4599
4,2019,05,5,5,W02,서울특별시,중구,29660100,5932020,23701,4740
5,2019,05,6,5,W02,서울특별시,중구,28622300,5724460,23069,4614
6,2019,05,7,4,W02,서울특별시,중구,25432300,6358075,19061,4765
0,2019,06,1,5,W02,서울특별시,중구,45296050,9059210,32951,6590
1,2019,06,2,4,W02,서울특별시,중구,28080200,7020050,21833,5458
2,2019,06,3,4,W02,서울특별시,중구,24711400,6177850,19962,4991
3,2019,06,4,4,W02,서울특별시,중구,25113100,6278275,20822,5206
4,2019,06,5,4,W02,서울특별시,중구,25684500,6421125,20545,5136
5,2019,06,6,4,W02,서울특별시,중구,25459850,6364963,20512,5128
6,2019,06,7,5,W02,서울특별시,중구,34376750,6875350,25830,5166
0,2019,07,1,4,W02,서울특별시,중구,37218100,9304525,27324,6831
1,2019,07,2,5,W02,서울특별시,중구,38066300,7613260,29741,5948
2,2019,07,3,5,W02,서울특별시,중구,33946300,6789260,27683,5537
3,2019,07,4,5,W02,서울특별시,중구,32681200,6536240,26935,5387
4,2019,07,5,4,W02,서울특별시,중구,26952600,6738150,22014,5504
5,2019,07,6,4,W02,서울특별시,중구,26887450,6721863,21887,5472
6,2019,07,7,4,W02,서울특별시,중구,30277500,7569375,22800,5700
0,2019,08,1,4,W02,서울특별시,중구,34718350,8679588,26757,6689
1,2019,08,2,4,W02,서울특별시,중구,28422800,7105700,23202,5801
2,2019,08,3,4,W02,서울특별시,중구,24836100,6209025,20738,5185
3,2019,08,4,4,W02,서울특별시,중구,25230750,6307688,21643,5411
4,2019,08,5,5,W02,서울특별시,중구,33332000,6666400,27692,5538
5,2019,08,6,5,W02,서울특별시,중구,30914350,6182870,26112,5222
6,2019,08,7,5,W02,서울특별시,중구,31125900,6225180,24630,4926
0,2019,09,1,5,W02,서울특별시,중구,43240800,8648160,34296,6859
1,2019,09,2,5,W02,서울특별시,중구,33440650,6688130,28235,5647
2,2019,09,3,4,W02,서울특별시,중구,24707150,6176788,21083,5271
3,2019,09,4,4,W02,서울특별시,중구,27362350,6840588,23303,5826
4,2019,09,5,4,W02,서울특별시,중구,28236850,7059213,23374,5844
5,2019,09,6,4,W02,서울특별시,중구,26477250,6619313,21593,5398
6,2019,09,7,4,W02,서울특별시,중구,25282100,6320525,19875,4969
0,2019,10,1,4,W02,서울특별시,중구,31821700,7955425,25745,6436
1,2019,10,2,4,W02,서울특별시,중구,24412800,6103200,20602,5151
2,2019,10,3,5,W02,서울특별시,중구,28375050,5675010,24648,4930
3,2019,10,4,5,W02,서울특별시,중구,27612900,5522580,23714,4743
4,2019,10,5,5,W02,서울특별시,중구,29784600,5956920,25732,5146
5,2019,10,6,4,W02,서울특별시,중구,22958850,5739713,19939,4985
6,2019,10,7,4,W02,서울특별시,중구,23406400,5851600,19632,4908
0,2019,11,1,4,W02,서울특별시,중구,33674650,8418663,22969,5742
1,2019,11,2,4,W02,서울특별시,중구,30362350,7590588,21833,5458
2,2019,11,3,4,W02,서울특별시,중구,24940450,6235113,18711,4678
3,2019,11,4,4,W02,서울특별시,중구,24448900,6112225,18520,4630
4,2019,11,5,4,W02,서울특별시,중구,25491650,6372913,18734,4684
5,2019,11,6,5,W02,서울특별시,중구,30753600,6150720,23049,4610
6,2019,11,7,5,W02,서울특별시,중구,33812550,6762510,23323,4665
0,2019,12,1,5,W02,서울특별시,중구,41429250,8285850,28179,5636
1,2019,12,2,5,W02,서울특별시,중구,33343700,6668740,24227,4845
2,2019,12,3,5,W02,서울특별시,중구,28185000,5637000,20811,4162
3,2019,12,4,4,W02,서울특별시,중구,23914200,5978550,17784,4446
4,2019,12,5,4,W02,서울특별시,중구,22505000,5626250,16892,4223
5,2019,12,6,4,W02,서울특별시,중구,22419250,5604813,16729,4182
6,2019,12,7,4,W02,서울특별시,중구,23912800,5978200,16878,4220
0,2020,01,1,4,W02,서울특별시,중구,31316800,7829200,21394,5349
1,2020,01,2,4,W02,서울특별시,중구,27015250,6753813,18980,4745
2,2020,01,3,4,W02,서울특별시,중구,23648000,5912000,16910,4228
3,2020,01,4,5,W02,서울특별시,중구,31590650,6318130,22698,4540
4,2020,01,5,5,W02,서울특별시,중구,31956650,6391330,23219,4644
5,2020,01,6,5,W02,서울특별시,중구,32996050,6599210,23533,4707
6,2020,01,7,4,W02,서울특별시,중구,24647750,6161938,16887,4222
0,2020,02,1,4,W02,서울특별시,중구,33936900,8484225,23281,5820
1,2020,02,2,4,W02,서울특별시,중구,25611050,6402763,18396,4599
2,2020,02,3,4,W02,서울특별시,중구,22807050,5701763,17015,4254
3,2020,02,4,4,W02,서울특별시,중구,23281900,5820475,17300,4325
4,2020,02,5,4,W02,서울특별시,중구,24120300,6030075,17969,4492
5,2020,02,6,4,W02,서울특별시,중구,22248150,5562038,16756,4189
6,2020,02,7,5,W02,서울특별시,중구,33074250,6614850,23103,4621
0,2020,03,1,5,W02,서울특별시,중구,40798550,8159710,29062,5812
1,2020,03,2,5,W02,서울특별시,중구,33237050,6647410,25343,5069
2,2020,03,3,5,W02,서울특별시,중구,28271099,5654220,21844,4369
3,2020,03,4,4,W02,서울특별시,중구,23159750,5789938,18322,4581
4,2020,03,5,4,W02,서울특별시,중구,23414700,5853675,18168,4542
5,2020,03,6,4,W02,서울특별시,중구,23016200,5754050,17951,4488
6,2020,03,7,4,W02,서울특별시,중구,25567650,6391913,18631,4658
0,2020,04,1,4,W02,서울특별시,중구,30337250,7584313,22634,5659
1,2020,04,2,4,W02,서울특별시,중구,26542050,6635513,20492,5123
2,2020,04,3,4,W02,서울특별시,중구,21677750,5419438,17462,4366
3,2020,04,4,5,W02,서울특별시,중구,29175900,5835180,23342,4668
4,2020,04,5,5,W02,서울특별시,중구,29778150,5955630,23782,4756
5,2020,04,6,4,W02,서울특별시,중구,22204050,5551013,17628,4407
6,2020,04,7,4,W02,서울특별시,중구,24930850,6232713,18906,4727
0,2020,05,1,5,W02,서울특별시,중구,44838750,8967750,32587,6517
1,2020,05,2,4,W02,서울특별시,중구,26901200,6725300,20698,5175
2,2020,05,3,4,W02,서울특별시,중구,25190750,6297688,19470,4868
3,2020,05,4,4,W02,서울특별시,중구,25843650,6460913,20705,5176
4,2020,05,5,4,W02,서울특별시,중구,25525900,6381475,20101,5025
5,2020,05,6,5,W02,서울특별시,중구,29331150,5866230,23411,4682
6,2020,05,7,5,W02,서울특별시,중구,33170150,6634030,24791,4958
0,2020,06,1,4,W02,서울특별시,중구,39377525,9844381,28406,7102
1,2020,06,2,5,W02,서울특별시,중구,38153909,7630782,29698,5940
2,2020,06,3,5,W02,서울특별시,중구,33344330,6668866,26906,5381
3,2020,06,4,4,W02,서울특별시,중구,26516275,6629069,21291,5323
4,2020,06,5,4,W02,서울특별시,중구,28475300,7118825,22674,5669
5,2020,06,6,4,W02,서울특별시,중구,26086805,6521701,21085,5271
6,2020,06,7,4,W02,서울특별시,중구,31011515,7752879,22771,5693
0,2020,07,1,4,W02,서울특별시,중구,38273250,9568313,28643,7161
1,2020,07,2,4,W02,서울특별시,중구,30139850,7534963,23757,5939
2,2020,07,3,4,W02,서울특별시,중구,27918500,6979625,23282,5821
3,2020,07,4,5,W02,서울특별시,중구,34064700,6812940,28358,5672
4,2020,07,5,5,W02,서울특별시,중구,33509200,6701840,27688,5538
5,2020,07,6,5,W02,서울특별시,중구,34947250,6989450,29117,5823
6,2020,07,7,4,W02,서울특별시,중구,31158600,7789650,23996,5999
0,2020,08,1,5,W02,서울특별시,중구,44997350,8999470,35839,7168
1,2020,08,2,5,W02,서울특별시,중구,37479750,7495950,31545,6309
2,2020,08,3,4,W02,서울특별시,중구,27501950,6875488,23714,5929
3,2020,08,4,4,W02,서울특별시,중구,27103750,6775938,23680,5920
4,2020,08,5,4,W02,서울특별시,중구,26146300,6536575,23081,5770
5,2020,08,6,4,W02,서울특별시,중구,26124700,6531175,23009,5752
6,2020,08,7,5,W02,서울특별시,중구,34401300,6880260,28023,5605
0,2020,09,1,4,W02,서울특별시,중구,32376200,8094050,27910,6978
1,2020,09,2,4,W02,서울특별시,중구,25081300,6270325,22638,5660
2,2020,09,3,5,W02,서울특별시,중구,32051850,6410370,29615,5923
3,2020,09,4,5,W02,서울특별시,중구,32132550,6426510,28740,5748
4,2020,09,5,4,W02,서울특별시,중구,24033900,6008475,22518,5630
5,2020,09,6,4,W02,서울특별시,중구,23063800,5765950,22066,5517
6,2020,09,7,4,W02,서울특별시,중구,25943450,6485863,23030,5758
0,2020,10,1,4,W02,서울특별시,중구,32350750,8087688,26183,6546
1,2020,10,2,4,W02,서울특별시,중구,25431850,6357963,21579,5395
2,2020,10,3,4,W02,서울특별시,중구,22322750,5580688,19603,4901
3,2020,10,4,4,W02,서울특별시,중구,22797250,5699313,19885,4971
4,2020,10,5,5,W02,서울특별시,중구,29504850,5900970,25060,5012
5,2020,10,6,5,W02,서울특별시,중구,29097300,5819460,24247,4849
6,2020,10,7,5,W02,서울특별시,중구,31032650,6206530,25181,5036
0,2020,11,1,5,W02,서울특별시,중구,44150600,8830120,30733,6147
1,2020,11,2,5,W02,서울특별시,중구,36269700,7253940,26565,5313
2,2020,11,3,4,W02,서울특별시,중구,25091200,6272800,18859,4715
3,2020,11,4,4,W02,서울특별시,중구,25110550,6277638,19385,4846
4,2020,11,5,4,W02,서울특별시,중구,25597550,6399388,19343,4836
5,2020,11,6,4,W02,서울특별시,중구,25805950,6451488,19385,4846
6,2020,11,7,4,W02,서울특별시,중구,29395500,7348875,20186,5047
0,2020,12,1,4,W02,서울특별시,중구,35194100,8798525,24468,6117
1,2020,12,2,4,W02,서울특별시,중구,27665100,6916275,20125,5031
2,2020,12,3,5,W02,서울특별시,중구,30245150,6049030,22748,4550
3,2020,12,4,5,W02,서울특별시,중구,30455000,6091000,22967,4593
4,2020,12,5,5,W02,서울특별시,중구,31895450,6379090,23946,4789
5,2020,12,6,4,W02,서울특별시,중구,25611250,6402813,18834,4709
6,2020,12,7,4,W02,서울특별시,중구,28642150,7160538,20019,5005
0,2021,01,1,5,W02,서울특별시,중구,41288750,8257750,29149,5830
1,2021,01,2,4,W02,서울특별시,중구,25321150,6330288,18754,4689
2,2021,01,3,4,W02,서울특별시,중구,21269350,5317338,16453,4113
3,2021,01,4,4,W02,서울특별시,중구,23337100,5834275,18074,4519
4,2021,01,5,4,W02,서울특별시,중구,20200350,5050088,15846,3962
5,2021,01,6,5,W02,서울특별시,중구,27966200,5593240,20993,4199
6,2021,01,7,5,W02,서울특별시,중구,31454400,6290880,22859,4572
0,2021,02,1,4,W02,서울특별시,중구,30735800,7683950,21777,5444
1,2021,02,2,4,W02,서울특별시,중구,25414100,6353525,18621,4655
2,2021,02,3,4,W02,서울특별시,중구,20811150,5202788,15954,3989
3,2021,02,4,4,W02,서울특별시,중구,24544000,6136000,18681,4670
4,2021,02,5,4,W02,서울특별시,중구,25687850,6421963,19212,4803
5,2021,02,6,4,W02,서울특별시,중구,22868850,5717213,17080,4270
6,2021,02,7,4,W02,서울특별시,중구,23495850,5873963,17210,4303
0,2021,03,1,4,W02,서울특별시,중구,28874100,7218525,21379,5345
1,2021,03,2,5,W02,서울특별시,중구,31148500,6229700,23880,4776
2,2021,03,3,5,W02,서울특별시,중구,27636500,5527300,22198,4440
3,2021,03,4,5,W02,서울특별시,중구,27555350,5511070,22668,4534
4,2021,03,5,4,W02,서울특별시,중구,21938250,5484563,18068,4517
5,2021,03,6,4,W02,서울특별시,중구,20296150,5074038,17049,4262
6,2021,03,7,4,W02,서울특별시,중구,21203800,5300950,16518,4130
0,2021,04,1,4,W02,서울특별시,중구,30781950,7695488,23475,5869
1,2021,04,2,4,W02,서울특별시,중구,24103150,6025788,19563,4891
2,2021,04,3,4,W02,서울특별시,중구,21378700,5344675,17777,4444
3,2021,04,4,4,W02,서울특별시,중구,21869150,5467288,18747,4687
4,2021,04,5,5,W02,서울특별시,중구,27739350,5547870,23913,4783
5,2021,04,6,5,W02,서울특별시,중구,25406150,5081230,21818,4364
6,2021,04,7,4,W02,서울특별시,중구,21620300,5405075,17121,4280
0,2021,05,1,5,W02,서울특별시,중구,39595150,7919030,29014,5803
1,2021,05,2,5,W02,서울특별시,중구,35445450,7089090,27529,5506
2,2021,05,3,4,W02,서울특별시,중구,22186650,5546663,17958,4490
3,2021,05,4,4,W02,서울특별시,중구,26496750,6624188,21429,5357
4,2021,05,5,4,W02,서울특별시,중구,23954250,5988563,19929,4982
5,2021,05,6,4,W02,서울특별시,중구,22049650,5512413,18312,4578
6,2021,05,7,5,W02,서울특별시,중구,31291850,6258370,24035,4807
0,2021,06,1,4,W02,서울특별시,중구,35908050,8977013,26350,6588
1,2021,06,2,4,W02,서울특별시,중구,30779150,7694788,24262,6066
2,2021,06,3,5,W02,서울특별시,중구,32529200,6505840,26608,5322
3,2021,06,4,5,W02,서울특별시,중구,33856550,6771310,28272,5654
4,2021,06,5,4,W02,서울특별시,중구,24915400,6228850,21084,5271
5,2021,06,6,4,W02,서울특별시,중구,25509800,6377450,21140,5285
6,2021,06,7,4,W02,서울특별시,중구,29137350,7284338,22138,5535
0,2021,07,1,4,W02,서울특별시,중구,39437900,9859475,29212,7303
1,2021,07,2,4,W02,서울특별시,중구,33308650,8327163,26618,6655
2,2021,07,3,4,W02,서울특별시,중구,29208250,7302063,24536,6134
3,2021,07,4,4,W02,서울특별시,중구,29817600,7454400,25032,6258
4,2021,07,5,5,W02,서울특별시,중구,37111550,7422310,31484,6297
5,2021,07,6,5,W02,서울특별시,중구,35842700,7168540,29840,5968
6,2021,07,7,5,W02,서울특별시,중구,40043700,8008740,30574,6115
0,2021,08,1,5,W02,서울특별시,중구,42549700,8509940,33609,6722
